ContigID	genes	VPFs	Pfams	Length	clusterID
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1103_length_6714_cov_4.77639	7	4	0	6714	sg_7010
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1106_length_6701_cov_9.39994	9	6	0	6701	sg_7011
haib17KIU4866_H7HJMCCXY_SL272746_NODE_111_length_23231_cov_6.56485	34	28	2	23231	sg_7012
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1189_length_6417_cov_5.0525	6	4	0	6417	sg_7013
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1368_length_5826_cov_6.12996	14	8	1	5826	sg_7014
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1427_length_5631_cov_5.48009	9	6	0	5631	sg_7015
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1526_length_5393_cov_4.99944	10	5	1	5393	sg_7016
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1555_length_5314_cov_5.3012	14	6	0	5314	sg_7017
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1562_length_5302_cov_7.29064	10	9	0	5302	sg_7018
haib17KIU4866_H7HJMCCXY_SL272746_NODE_160_length_19057_cov_21.9883	33	20	4	19057	sg_7019
haib17KIU4866_H7HJMCCXY_SL272746_NODE_1611_length_5178_cov_7.5489	9	8	0	5178	sg_7020
haib17KIU4866_H7HJMCCXY_SL272746_NODE_223_length_16128_cov_4.97082	21	5	0	16128	sg_7021
haib17KIU4866_H7HJMCCXY_SL272746_NODE_230_length_16026_cov_6.01177	32	16	5	16026	sg_7022
haib17KIU4866_H7HJMCCXY_SL272746_NODE_287_length_14480_cov_5.86246	12	9	2	14480	sg_7023
haib17KIU4866_H7HJMCCXY_SL272746_NODE_38_length_61908_cov_19.2254	73	53	1	61908	sg_7024
haib17KIU4866_H7HJMCCXY_SL272746_NODE_401_length_12227_cov_5.84029	17	11	2	12227	sg_7025
haib17KIU4866_H7HJMCCXY_SL272746_NODE_413_length_11918_cov_6.58822	15	7	0	11918	sg_7026
haib17KIU4866_H7HJMCCXY_SL272746_NODE_568_length_9798_cov_5.93647	12	11	0	9798	sg_7027
haib17KIU4866_H7HJMCCXY_SL272746_NODE_678_length_8888_cov_5.48387	16	12	1	8888	sg_7028
haib17KIU4866_H7HJMCCXY_SL272746_NODE_793_length_8041_cov_6.98397	17	7	1	8041	sg_7029
haib17KIU4866_H7HJMCCXY_SL272746_NODE_842_length_7779_cov_5.26269	12	6	2	7779	sg_7030
haib17KIU4866_H7HJMCCXY_SL272746_NODE_88_length_26878_cov_5.71491	46	6	6	26878	sg_7031
haib17KIU4866_H7HJMCCXY_SL272746_NODE_880_length_7646_cov_5.31458	16	11	1	7646	sg_7032
haib17KIU4866_H7HJMCCXY_SL272747_NODE_291_length_10956_cov_7.05788	14	13	0	10956	sg_7033
haib17KIU4866_H7HJMCCXY_SL272747_NODE_321_length_9692_cov_7.23192	14	8	2	9692	sg_7034
haib17KIU4866_H7HJMCCXY_SL272747_NODE_553_length_5351_cov_3.96677	9	5	0	5351	sg_7035
haib17KIU4866_H7HJMCCXY_SL272748_NODE_1063_length_6978_cov_5.8141	8	5	1	6978	sg_7036
haib17KIU4866_H7HJMCCXY_SL272748_NODE_115_length_31993_cov_8.40181	51	21	3	31993	sg_7037
haib17KIU4866_H7HJMCCXY_SL272748_NODE_1206_length_6391_cov_4.95723	11	8	0	6391	sg_7038
haib17KIU4866_H7HJMCCXY_SL272748_NODE_1305_length_6067_cov_4.35795	4	3	0	6067	sg_7039
haib17KIU4866_H7HJMCCXY_SL272748_NODE_1342_length_5934_cov_4.90407	10	5	0	5934	sg_7040
haib17KIU4866_H7HJMCCXY_SL272748_NODE_1422_length_5674_cov_6.45115	11	9	0	5674	sg_7041
haib17KIU4866_H7HJMCCXY_SL272748_NODE_151_length_27706_cov_6.78174	26	19	2	27706	sg_7042
haib17KIU4866_H7HJMCCXY_SL272748_NODE_172_length_25352_cov_9.46274	37	7	5	25352	sg_7043
haib17KIU4866_H7HJMCCXY_SL272748_NODE_18_length_59936_cov_29.8388	87	14	1	59936	sg_7044
haib17KIU4866_H7HJMCCXY_SL272748_NODE_252_length_20107_cov_5.15819	24	11	5	20107	sg_7045
haib17KIU4866_H7HJMCCXY_SL272748_NODE_326_length_16243_cov_6.25865	20	11	2	16243	sg_7046
haib17KIU4866_H7HJMCCXY_SL272748_NODE_35_length_52183_cov_11.5584	78	19	5	52183	sg_7047
haib17KIU4866_H7HJMCCXY_SL272748_NODE_386_length_14542_cov_7.09995	21	8	5	14542	sg_7048
haib17KIU4866_H7HJMCCXY_SL272748_NODE_807_length_8646_cov_5.03224	16	6	5	8646	sg_7049
haib17KIU4866_H7HJMCCXY_SL272748_NODE_845_length_8372_cov_4.08633	6	5	0	8372	sg_7050
haib17KIU4866_H7HJMCCXY_SL272748_NODE_874_length_8117_cov_4.68246	13	9	2	8117	sg_7051
haib17KIU4866_H7HJMCCXY_SL272748_NODE_97_length_35323_cov_15.2179	56	29	5	35323	sg_7052
haib17KIU4866_H7HJMCCXY_SL272749_NODE_24_length_47697_cov_16.6138	84	35	3	47697	sg_7053
haib17KIU4866_H7HJMCCXY_SL272749_NODE_41_length_39973_cov_16.5018	51	32	7	39973	sg_7054
haib17KIU4866_H7HJMCCXY_SL272749_NODE_500_length_7402_cov_5.52362	19	3	0	7402	sg_7055
haib17KIU4866_H7HJMCCXY_SL272749_NODE_720_length_5142_cov_7.8964	9	5	0	5142	sg_7056
haib17KIU4866_H7HJMCCXY_SL272751_NODE_109_length_44014_cov_23.3342	70	16	10	44014	sg_7057
haib17KIU4866_H7HJMCCXY_SL272751_NODE_112_length_43501_cov_12.6048	66	28	3	43501	sg_7058
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1156_length_8099_cov_6.29115	3	3	0	8099	sg_7059
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1186_length_7885_cov_10.4872	4	3	0	7885	sg_7060
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1234_length_7627_cov_12.525	12	10	0	7627	sg_7061
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1278_length_7353_cov_11.8685	13	3	0	7353	sg_7062
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1505_length_6405_cov_11.0951	10	8	0	6405	sg_7063
haib17KIU4866_H7HJMCCXY_SL272751_NODE_160_length_35625_cov_7.5582	42	22	3	35625	sg_7064
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1802_length_5464_cov_4.08467	5	4	0	5464	sg_7065
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1816_length_5424_cov_3.53362	9	5	0	5424	sg_7066
haib17KIU4866_H7HJMCCXY_SL272751_NODE_1938_length_5083_cov_4.32498	8	4	0	5083	sg_7067
haib17KIU4866_H7HJMCCXY_SL272751_NODE_448_length_17440_cov_11.2914	20	5	4	17440	sg_7068
haib17KIU4866_H7HJMCCXY_SL272751_NODE_451_length_17306_cov_7.55081	21	9	4	17306	sg_7069
haib17KIU4866_H7HJMCCXY_SL272751_NODE_455_length_17141_cov_7.78128	21	11	2	17141	sg_7070
haib17KIU4866_H7HJMCCXY_SL272751_NODE_490_length_16339_cov_10.3252	20	7	3	16339	sg_7071
haib17KIU4866_H7HJMCCXY_SL272751_NODE_539_length_14819_cov_6.1358	25	13	2	14819	sg_7072
haib17KIU4866_H7HJMCCXY_SL272751_NODE_601_length_13733_cov_12.337	17	12	0	13733	sg_7073
haib17KIU4866_H7HJMCCXY_SL272751_NODE_61_length_65102_cov_8.24873	68	33	11	65102	sg_7074
haib17KIU4866_H7HJMCCXY_SL272751_NODE_626_length_13352_cov_7.22253	16	4	0	13352	sg_7075
haib17KIU4866_H7HJMCCXY_SL272751_NODE_633_length_13284_cov_8.46602	19	6	3	13284	sg_7076
haib17KIU4866_H7HJMCCXY_SL272751_NODE_637_length_13229_cov_7.08221	21	7	4	13229	sg_7077
haib17KIU4866_H7HJMCCXY_SL272751_NODE_853_length_10578_cov_10.7322	16	5	3	10578	sg_7078
haib17KIU4866_H7HJMCCXY_SL272751_NODE_95_length_49350_cov_10.396	56	27	16	49350	sg_7079
haib17KIU4866_H7HJMCCXY_SL272752_NODE_121_length_36875_cov_9.39976	49	18	1	36875	sg_7080
haib17KIU4866_H7HJMCCXY_SL272752_NODE_27_length_85310_cov_38.8408	81	24	21	85310	sg_7081
haib17KIU4866_H7HJMCCXY_SL272752_NODE_368_length_12035_cov_4.4217	9	5	1	12035	sg_7082
haib17KIU4866_H7HJMCCXY_SL272752_NODE_544_length_7267_cov_3.70577	7	3	0	7267	sg_7083
haib17KIU4866_H7HJMCCXY_SL272752_NODE_650_length_5682_cov_4.78994	8	3	0	5682	sg_7084
haib17KIU4866_H7HJMCCXY_SL272752_NODE_688_length_5472_cov_3.76961	6	3	0	5472	sg_7085
haib17KIU4866_H7HJMCCXY_SL272752_NODE_87_length_45760_cov_22.2771	40	24	0	45760	sg_7086
haib17KIU4866_H7HJMCCXY_SL272752_NODE_90_length_45082_cov_36.4615	56	11	9	45082	sg_7087
haib17KIU4866_H7HJMCCXY_SL272752_NODE_92_length_44822_cov_35.9526	50	22	3	44822	sg_7088
haib17KIU4866_H7HJMCCXY_SL272753_NODE_484_length_12685_cov_8.23127	22	14	1	12685	sg_7089
haib17KIU4866_H7HJMCCXY_SL272753_NODE_970_length_7466_cov_5.08771	13	7	1	7466	sg_7090
haib17KIU4866_H7HJMCCXY_SL272754_NODE_1242_length_5176_cov_5.4214	5	5	0	5176	sg_7091
haib17KIU4866_H7HJMCCXY_SL272754_NODE_560_length_9496_cov_4.88296	12	6	1	9496	sg_7092
haib17KIU4866_H7HJMCCXY_SL272754_NODE_852_length_7105_cov_5.38511	7	5	0	7105	sg_7093
haib17KIU4866_H7HJMCCXY_SL272755_NODE_298_length_10763_cov_5.25747	25	6	3	10763	sg_7094
haib17KIU4866_H7HJMCCXY_SL272755_NODE_45_length_47558_cov_6.99194	80	29	4	47558	sg_7095
haib17KIU4866_H7HJMCCXY_SL272755_NODE_726_length_6024_cov_5.10119	9	6	0	6024	sg_7096
haib17KIU4866_H7HJMCCXY_SL272756_NODE_1202_length_5732_cov_4.29734	6	4	0	5732	sg_7097
haib17KIU4866_H7HJMCCXY_SL272756_NODE_1238_length_5665_cov_3.82995	8	8	0	5665	sg_7098
haib17KIU4866_H7HJMCCXY_SL272756_NODE_126_length_28746_cov_7.47977	39	10	5	28746	sg_7099
haib17KIU4866_H7HJMCCXY_SL272756_NODE_1479_length_5112_cov_4.17342	6	3	0	5112	sg_7100
haib17KIU4866_H7HJMCCXY_SL272756_NODE_1509_length_5050_cov_7.50631	8	3	0	5050	sg_7101
haib17KIU4866_H7HJMCCXY_SL272756_NODE_199_length_21983_cov_10.7794	31	22	2	21983	sg_7102
haib17KIU4866_H7HJMCCXY_SL272756_NODE_267_length_17666_cov_11.3589	23	14	2	17666	sg_7103
haib17KIU4866_H7HJMCCXY_SL272756_NODE_452_length_12196_cov_11.2033	16	7	2	12196	sg_7104
haib17KIU4866_H7HJMCCXY_SL272756_NODE_459_length_12050_cov_7.55023	13	9	0	12050	sg_7105
haib17KIU4866_H7HJMCCXY_SL272756_NODE_497_length_11131_cov_9.63019	16	5	4	11131	sg_7106
haib17KIU4866_H7HJMCCXY_SL272756_NODE_50_length_47558_cov_7.89725	79	28	4	47558	sg_7107
haib17KIU4866_H7HJMCCXY_SL272756_NODE_80_length_36915_cov_12.8657	52	23	9	36915	sg_7108
haib17KIU4866_H7HJMCCXY_SL272756_NODE_85_length_35747_cov_9.59834	48	8	9	35747	sg_7109
haib17KIU4866_H7HJMCCXY_SL272756_NODE_950_length_6726_cov_3.84815	7	6	1	6726	sg_7110
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1102_length_8283_cov_18.8674	10	6	0	8283	sg_7111
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1229_length_7706_cov_5.02758	15	9	3	7706	sg_7112
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1372_length_7192_cov_9.98389	13	3	0	7192	sg_7113
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1580_length_6436_cov_5.08525	12	6	1	6436	sg_7114
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1606_length_6341_cov_10.001	15	5	3	6341	sg_7115
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1702_length_6084_cov_4.9801	7	5	0	6084	sg_7116
haib17KIU4866_H7HJMCCXY_SL272759_NODE_1767_length_5928_cov_5.21318	6	6	0	5928	sg_7117
haib17KIU4866_H7HJMCCXY_SL272759_NODE_180_length_26739_cov_7.12562	39	23	5	26739	sg_7118
haib17KIU4866_H7HJMCCXY_SL272759_NODE_191_length_25944_cov_10.0328	46	27	4	25944	sg_7119
haib17KIU4866_H7HJMCCXY_SL272759_NODE_200_length_24770_cov_8.28711	30	16	4	24770	sg_7120
haib17KIU4866_H7HJMCCXY_SL272759_NODE_2033_length_5375_cov_4.24756	8	8	0	5375	sg_7121
haib17KIU4866_H7HJMCCXY_SL272759_NODE_210_length_23954_cov_9.25005	33	22	1	23954	sg_7122
haib17KIU4866_H7HJMCCXY_SL272759_NODE_2212_length_5103_cov_12.3875	13	8	0	5103	sg_7123
haib17KIU4866_H7HJMCCXY_SL272759_NODE_440_length_15300_cov_7.93447	22	9	1	15300	sg_7124
haib17KIU4866_H7HJMCCXY_SL272759_NODE_6_length_111304_cov_9.99928	156	39	12	111304	sg_7125
haib17KIU4866_H7HJMCCXY_SL272759_NODE_75_length_44348_cov_7.53333	58	21	12	44348	sg_7126
haib17KIU4866_H7HJMCCXY_SL272759_NODE_79_length_42458_cov_9.28191	60	28	8	42458	sg_7127
haib17KIU4866_H7HJMCCXY_SL272759_NODE_902_length_9529_cov_8.9829	12	7	0	9529	sg_7128
haib17KIU4866_H7HJMCCXY_SL272760_NODE_143_length_8329_cov_6.46906	10	8	1	8329	sg_7129
haib17KIU4866_H7HJMCCXY_SL272760_NODE_205_length_7161_cov_5.83352	7	4	0	7161	sg_7130
haib17KIU4866_H7HJMCCXY_SL272760_NODE_214_length_7034_cov_6.07909	13	9	0	7034	sg_7131
haib17KIU4866_H7HJMCCXY_SL272760_NODE_243_length_6465_cov_6.57738	17	9	2	6465	sg_7132
haib17KIU4866_H7HJMCCXY_SL272760_NODE_252_length_6384_cov_5.69806	9	5	1	6384	sg_7133
haib17KIU4866_H7HJMCCXY_SL272760_NODE_28_length_19535_cov_6.31016	28	23	1	19535	sg_7134
haib17KIU4866_H7HJMCCXY_SL272760_NODE_351_length_5429_cov_6.96892	9	5	1	5429	sg_7135
haib17KIU4866_H7HJMCCXY_SL272760_NODE_87_length_10320_cov_6.09157	14	3	0	10320	sg_7136
haib17KIU4866_H7HJMCCXY_SL272761_NODE_159_length_34287_cov_34.9852	59	27	6	34287	sg_7137
haib17KIU4866_H7HJMCCXY_SL272761_NODE_161_length_33956_cov_9.93313	41	20	1	33956	sg_7138
haib17KIU4866_H7HJMCCXY_SL272761_NODE_177_length_30513_cov_8.08566	44	28	5	30513	sg_7139
haib17KIU4866_H7HJMCCXY_SL272761_NODE_271_length_21976_cov_10.6815	29	19	1	21976	sg_7140
haib17KIU4866_H7HJMCCXY_SL272761_NODE_399_length_14516_cov_6.88943	34	7	6	14516	sg_7141
haib17KIU4866_H7HJMCCXY_SL272761_NODE_564_length_9129_cov_5.78907	10	6	3	9129	sg_7142
haib17KIU4866_H7HJMCCXY_SL272761_NODE_592_length_8628_cov_8.24017	20	5	0	8628	sg_7143
haib17KIU4866_H7HJMCCXY_SL272761_NODE_609_length_8190_cov_6.40197	10	10	0	8190	sg_7144
haib17KIU4866_H7HJMCCXY_SL272761_NODE_717_length_6424_cov_9.36175	14	7	1	6424	sg_7145
haib17KIU4866_H7HJMCCXY_SL272761_NODE_730_length_6308_cov_5.13929	8	5	0	6308	sg_7146
haib17KIU4866_H7HJMCCXY_SL272762_NODE_388_length_9306_cov_4.43909	15	11	1	9306	sg_7147
haib17KIU4866_H7HJMCCXY_SL272764_NODE_1102_length_5616_cov_40.542	7	5	0	5616	sg_7148
haib17KIU4866_H7HJMCCXY_SL272764_NODE_251_length_18268_cov_4.54867	31	10	8	18268	sg_7149
haib17KIU4866_H7HJMCCXY_SL272764_NODE_26_length_51832_cov_7.07563	70	37	11	51832	sg_7150
haib17KIU4866_H7HJMCCXY_SL272764_NODE_53_length_40737_cov_40.7782	53	27	6	40737	sg_7151
haib17KIU4866_H7HJMCCXY_SL272764_NODE_572_length_10049_cov_4.68381	16	8	2	10049	sg_7152
haib17KIU4866_H7HJMCCXY_SL272764_NODE_966_length_6297_cov_3.80535	11	7	0	6297	sg_7153
haib17KIU4866_H7HJMCCXY_SL272767_NODE_102_length_21343_cov_6.50963	19	6	5	21343	sg_7154
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1123_length_6079_cov_4.39243	13	7	0	6079	sg_7155
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1194_length_5845_cov_4.47893	6	5	0	5845	sg_7156
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1251_length_5645_cov_6.31288	13	11	0	5645	sg_7157
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1282_length_5579_cov_6.19207	9	8	0	5579	sg_7158
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1315_length_5475_cov_8.03524	3	3	0	5475	sg_7159
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1362_length_5335_cov_4.29697	6	5	0	5335	sg_7160
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1430_length_5164_cov_5.09689	5	4	0	5164	sg_7161
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1444_length_5133_cov_4.74616	4	4	0	5133	sg_7162
haib17KIU4866_H7HJMCCXY_SL272767_NODE_1474_length_5063_cov_4.26358	5	4	0	5063	sg_7163
haib17KIU4866_H7HJMCCXY_SL272767_NODE_24_length_35132_cov_6.94093	35	21	2	35132	sg_7164
haib17KIU4866_H7HJMCCXY_SL272767_NODE_292_length_13457_cov_4.92643	17	9	1	13457	sg_7165
haib17KIU4866_H7HJMCCXY_SL272767_NODE_438_length_10800_cov_6.98409	17	10	1	10800	sg_7166
haib17KIU4866_H7HJMCCXY_SL272767_NODE_452_length_10589_cov_4.61752	13	5	2	10589	sg_7167
haib17KIU4866_H7HJMCCXY_SL272767_NODE_477_length_10262_cov_6.44038	20	14	2	10262	sg_7168
haib17KIU4866_H7HJMCCXY_SL272767_NODE_558_length_9295_cov_4.15736	15	5	0	9295	sg_7169
haib17KIU4866_H7HJMCCXY_SL272767_NODE_706_length_8145_cov_4.69159	8	6	0	8145	sg_7170
haib17KIU4866_H7HJMCCXY_SL272767_NODE_711_length_8118_cov_4.28265	8	6	0	8118	sg_7171
haib17KIU4866_H7HJMCCXY_SL272767_NODE_765_length_7767_cov_4.48042	12	3	0	7767	sg_7172
haib17KIU4866_H7HJMCCXY_SL272767_NODE_96_length_21958_cov_6.55759	28	11	4	21958	sg_7173
haib17KIU4866_H7HJMCCXY_SL272767_NODE_970_length_6615_cov_4.66204	12	4	0	6615	sg_7174
haib17KIU4866_H7HJMCCXY_SL272767_NODE_973_length_6604_cov_3.74668	9	8	0	6604	sg_7175
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1050_length_6951_cov_7.55583	15	8	0	6951	sg_7176
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1060_length_6919_cov_14.0409	8	6	0	6919	sg_7177
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1134_length_6549_cov_14.4481	13	12	1	6549	sg_7178
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1135_length_6546_cov_3.78909	10	5	2	6546	sg_7179
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1179_length_6376_cov_4.09239	12	6	0	6376	sg_7180
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1244_length_6100_cov_12.3466	9	5	1	6100	sg_7181
haib17KIU4866_H7HJMCCXY_SL272768_NODE_1514_length_5239_cov_3.52816	3	3	0	5239	sg_7182
haib17KIU4866_H7HJMCCXY_SL272768_NODE_219_length_27219_cov_14.0065	44	12	1	27219	sg_7183
haib17KIU4866_H7HJMCCXY_SL272768_NODE_29_length_74800_cov_70.2073	90	49	5	74800	sg_7184
haib17KIU4866_H7HJMCCXY_SL272768_NODE_296_length_21997_cov_14.5546	17	7	0	21997	sg_7185
haib17KIU4866_H7HJMCCXY_SL272768_NODE_345_length_19977_cov_9.67835	32	6	4	19977	sg_7186
haib17KIU4866_H7HJMCCXY_SL272768_NODE_412_length_16387_cov_4.65393	23	16	0	16387	sg_7187
haib17KIU4866_H7HJMCCXY_SL272768_NODE_572_length_12187_cov_8.69552	18	7	2	12187	sg_7188
haib17KIU4866_H7HJMCCXY_SL272768_NODE_592_length_11693_cov_5.92576	16	6	0	11693	sg_7189
haib17KIU4866_H7HJMCCXY_SL272768_NODE_626_length_11045_cov_3.75369	17	11	1	11045	sg_7190
haib17KIU4866_H7HJMCCXY_SL272768_NODE_709_length_9821_cov_14.0558	19	4	0	9821	sg_7191
haib17KIU4866_H7HJMCCXY_SL272768_NODE_720_length_9738_cov_3.96757	8	8	0	9738	sg_7192
haib17KIU4866_H7HJMCCXY_SL272768_NODE_736_length_9476_cov_14.3264	9	6	1	9476	sg_7193
haib17KIU4866_H7HJMCCXY_SL272768_NODE_749_length_9349_cov_7.9504	16	6	4	9349	sg_7194
haib17KIU4866_H7HJMCCXY_SL272768_NODE_928_length_7695_cov_4.69411	14	5	3	7695	sg_7195
haib17KIU4866_H7HJMCCXY_SL272768_NODE_971_length_7363_cov_5.09797	7	7	0	7363	sg_7196
haib17KIU4866_H7HJMCCXY_SL272769_NODE_184_length_12754_cov_13.8837	15	6	0	12754	sg_7197
haib17KIU4866_H7HJMCCXY_SL272769_NODE_3_length_74845_cov_44.6607	91	50	5	74845	sg_7198
haib17KIU4866_H7HJMCCXY_SL272769_NODE_341_length_8651_cov_15.1376	12	3	0	8651	sg_7199
haib17KIU4866_H7HJMCCXY_SL272769_NODE_472_length_7233_cov_6.29688	20	11	2	7233	sg_7200
haib17KIU4866_H7HJMCCXY_SL272769_NODE_715_length_5731_cov_5.537	10	5	2	5731	sg_7201
haib17KIU4866_H7HJMCCXY_SL272769_NODE_78_length_20841_cov_6.50649	44	5	3	20841	sg_7202
haib17KIU4866_H7HJMCCXY_SL272769_NODE_808_length_5470_cov_5.83546	8	8	0	5470	sg_7203
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1047_length_8981_cov_6.39962	13	11	1	8981	sg_7204
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1100_length_8651_cov_31.1525	12	3	0	8651	sg_7205
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1305_length_7504_cov_5.08874	11	6	1	7504	sg_7206
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1608_length_6482_cov_6.60168	5	4	0	6482	sg_7207
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1669_length_6305_cov_5.13312	5	4	0	6305	sg_7208
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1691_length_6242_cov_10.3168	9	5	2	6242	sg_7209
haib17KIU4866_H7HJMCCXY_SL272770_NODE_173_length_30557_cov_6.56147	34	13	7	30557	sg_7210
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1735_length_6072_cov_5.67376	8	5	0	6072	sg_7211
haib17KIU4866_H7HJMCCXY_SL272770_NODE_190_length_28670_cov_6.47957	39	12	6	28670	sg_7212
haib17KIU4866_H7HJMCCXY_SL272770_NODE_1997_length_5444_cov_4.95212	9	6	0	5444	sg_7213
haib17KIU4866_H7HJMCCXY_SL272770_NODE_2154_length_5081_cov_5.70474	11	4	0	5081	sg_7214
haib17KIU4866_H7HJMCCXY_SL272770_NODE_218_length_25626_cov_5.92304	41	17	8	25626	sg_7215
haib17KIU4866_H7HJMCCXY_SL272770_NODE_42_length_71812_cov_6.97267	103	39	28	71812	sg_7216
haib17KIU4866_H7HJMCCXY_SL272770_NODE_577_length_13808_cov_5.82258	20	16	0	13808	sg_7217
haib17KIU4866_H7HJMCCXY_SL272770_NODE_715_length_11814_cov_5.36984	20	11	5	11814	sg_7218
haib17KIU4866_H7HJMCCXY_SL272770_NODE_953_length_9693_cov_5.40257	14	6	2	9693	sg_7219
haib17KIU4866_H7HJMCCXY_SL272771_NODE_1134_length_8061_cov_6.38009	15	8	4	8061	sg_7220
haib17KIU4866_H7HJMCCXY_SL272771_NODE_1148_length_7967_cov_9.92998	14	5	2	7967	sg_7221
haib17KIU4866_H7HJMCCXY_SL272771_NODE_134_length_38660_cov_14.6737	59	31	8	38660	sg_7222
haib17KIU4866_H7HJMCCXY_SL272771_NODE_1371_length_6914_cov_6.08995	14	7	0	6914	sg_7223
haib17KIU4866_H7HJMCCXY_SL272771_NODE_1533_length_6246_cov_5.96446	15	8	0	6246	sg_7224
haib17KIU4866_H7HJMCCXY_SL272771_NODE_1759_length_5524_cov_4.44469	10	8	0	5524	sg_7225
haib17KIU4866_H7HJMCCXY_SL272771_NODE_346_length_21117_cov_17.8166	31	12	5	21117	sg_7226
haib17KIU4866_H7HJMCCXY_SL272771_NODE_470_length_16311_cov_7.60138	24	9	2	16311	sg_7227
haib17KIU4866_H7HJMCCXY_SL272771_NODE_519_length_15114_cov_7.747	15	7	5	15114	sg_7228
haib17KIU4866_H7HJMCCXY_SL272771_NODE_535_length_14776_cov_53.0392	22	6	4	14776	sg_7229
haib17KIU4866_H7HJMCCXY_SL272771_NODE_536_length_14766_cov_7.23295	20	8	3	14766	sg_7230
haib17KIU4866_H7HJMCCXY_SL272771_NODE_549_length_14576_cov_6.50348	22	14	0	14576	sg_7231
haib17KIU4866_H7HJMCCXY_SL272771_NODE_617_length_13211_cov_5.77653	14	7	3	13211	sg_7232
haib17KIU4866_H7HJMCCXY_SL272771_NODE_640_length_12861_cov_5.55802	23	12	3	12861	sg_7233
haib17KIU4866_H7HJMCCXY_SL272771_NODE_673_length_12426_cov_4.7153	16	5	4	12426	sg_7234
haib17KIU4866_H7HJMCCXY_SL272771_NODE_715_length_11936_cov_4.78672	11	6	2	11936	sg_7235
haib17KIU4866_H7HJMCCXY_SL272771_NODE_831_length_10482_cov_5.70672	13	12	0	10482	sg_7236
haib17KIU4866_H7HJMCCXY_SL272772_NODE_101_length_30514_cov_9.30096	27	13	1	30514	sg_7237
haib17KIU4866_H7HJMCCXY_SL272772_NODE_107_length_30039_cov_5.72115	31	18	2	30039	sg_7238
haib17KIU4866_H7HJMCCXY_SL272772_NODE_113_length_29574_cov_9.33944	46	12	3	29574	sg_7239
haib17KIU4866_H7HJMCCXY_SL272772_NODE_1140_length_6843_cov_5.25457	11	5	0	6843	sg_7240
haib17KIU4866_H7HJMCCXY_SL272772_NODE_1173_length_6733_cov_7.89308	7	4	0	6733	sg_7241
haib17KIU4866_H7HJMCCXY_SL272772_NODE_129_length_26937_cov_7.77152	33	17	0	26937	sg_7242
haib17KIU4866_H7HJMCCXY_SL272772_NODE_1397_length_6023_cov_5.45392	7	5	0	6023	sg_7243
haib17KIU4866_H7HJMCCXY_SL272772_NODE_150_length_24590_cov_7.47899	28	15	2	24590	sg_7244
haib17KIU4866_H7HJMCCXY_SL272772_NODE_160_length_23596_cov_5.60792	33	15	1	23596	sg_7245
haib17KIU4866_H7HJMCCXY_SL272772_NODE_1617_length_5377_cov_5.56464	8	4	0	5377	sg_7246
haib17KIU4866_H7HJMCCXY_SL272772_NODE_1681_length_5192_cov_31.8631	6	3	0	5192	sg_7247
haib17KIU4866_H7HJMCCXY_SL272772_NODE_172_length_22036_cov_7.35103	28	11	0	22036	sg_7248
