Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
haib17CEM4890_HKC32ALXX_SL254716_NODE_982_length_13696_cov_8.24038	13696	1145	Nigeria	8.45760057	4.57681119
haib17CEM4890_H2NYMCCXY_SL254791_NODE_78_length_40630_cov_458.282	40630	1146	Brazil	-22.92405632	-43.23247709
haib17CEM4890_H2NYMCCXY_SL254850_NODE_259_length_27332_cov_8.84518	27332	1146	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254818_NODE_3793_length_9826_cov_37.0797	9826	1147	Nigeria	8.154885	4.7264683
haib17CEM4890_H2NYMCCXY_SL254793_NODE_2940_length_7310_cov_8.64245	7310	1147	Nigeria	8.1549316	4.7265016
haib17CEM4890_H2NYMCCXY_SL254794_NODE_1668_length_15034_cov_10.7601	15034	1148	Nigeria	8.1548633	4.7264466
haib17KIU4866_H7HJMCCXY_SL272745_NODE_622_length_9593_cov_5.73642	9593	1148	Nigeria	8.457383333	4.57681
haib17KIU4866_H7HJMCCXY_SL272785_NODE_323_length_19303_cov_7.26179	19303	1149	Nigeria	8.4847149	4.5626554
haib17CEM4890_H2NYMCCXY_SL254794_NODE_1700_length_14795_cov_10.1984	14795	1149	Nigeria	8.1548633	4.7264466
haib17CEM4890_H2NYMCCXY_SL254843_NODE_1351_length_18776_cov_52.2481	18776	1150	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254794_NODE_1819_length_13837_cov_7.38855	13837	1150	Nigeria	8.1548633	4.7264466
haib17KIU4866_H7HJMCCXY_SL272742_NODE_15_length_42176_cov_10.6765	42176	1151	Nigeria	8.457363333	4.57684
haib17CEM4890_H2NYMCCXY_SL254794_NODE_2700_length_9123_cov_10.195	9123	1151	Nigeria	8.1548633	4.7264466
haib17CEM4890_H2NYMCCXY_SL254807_NODE_577_length_23329_cov_66.0644	23329	1152	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254794_NODE_3737_length_6778_cov_8.43864	6778	1152	Nigeria	8.1548633	4.7264466
haib17CEM4890_H2NYMCCXY_SL254794_NODE_592_length_46592_cov_53.2031	46592	1153	Nigeria	8.1548633	4.7264466
haib17KIU4866_HMCMJCCXY_SL335937_NODE_1312_length_5024_cov_5.5639	5024	1153	Portugal	NA	NA
haib17CEM4890_H2NYMCCXY_SL254843_NODE_1517_length_16859_cov_64.3355	16859	1154	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254795_NODE_2782_length_9276_cov_5.64581	9276	1154	Nigeria	8.1561445	4.7247807
haib17KIU4866_H7HJMCCXY_SL272785_NODE_734_length_10664_cov_7.76982	10664	1155	Nigeria	8.4847149	4.5626554
haib17CEM4890_H2NYMCCXY_SL254795_NODE_3107_length_8355_cov_6.96602	8355	1155	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254862_NODE_26_length_14189_cov_7.67186	14189	1156	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254795_NODE_3600_length_7191_cov_4.5618	7191	1156	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254830_NODE_1299_length_17279_cov_9.10102	17279	1157	Nigeria	8.154855	4.7264883
haib17CEM4890_H2NYMCCXY_SL254795_NODE_3850_length_6789_cov_5.40318	6789	1157	Nigeria	8.1561445	4.7247807
haib17CEM4890_HKC32ALXX_SL254716_NODE_1614_length_8949_cov_8.5669	8949	1158	Nigeria	8.45760057	4.57681119
haib17CEM4890_H2NYMCCXY_SL254795_NODE_4187_length_6206_cov_7.64461	6206	1158	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254795_NODE_607_length_34935_cov_1335.73	34935	1159	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254807_NODE_4819_length_5441_cov_4.7694	5441	1159	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254808_NODE_470_length_15548_cov_14.8406	15548	1160	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1002_length_8496_cov_15.5914	8496	1160	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1060_length_8268_cov_12.0611	8268	1161	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1763_length_5825_cov_11.7357	5825	1161	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_937_length_9505_cov_15.271	9505	1162	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1131_length_7986_cov_15.8767	7986	1162	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1258_length_7629_cov_10.1819	7629	1163	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1244_length_7629_cov_9.96065	7629	1163	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_204_length_26642_cov_16.731	26642	1164	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_129_length_21539_cov_17.4165	21539	1164	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1331_length_7420_cov_9.11202	7420	1165	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1310_length_7375_cov_8.85369	7375	1165	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_881_length_10066_cov_40.6965	10066	1166	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1347_length_7389_cov_42.8431	7389	1166	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1405_length_7208_cov_7.85139	7208	1167	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1353_length_7208_cov_7.66462	7208	1167	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_150_length_20527_cov_5.71107	20527	1168	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_747_length_11248_cov_5.43438	11248	1168	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_840_length_10400_cov_20.5488	10400	1169	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1518_length_6944_cov_21.2157	6944	1169	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_398_length_17535_cov_10.0009	17535	1170	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1611_length_6731_cov_9.88421	6731	1170	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_616_length_12913_cov_39.3662	12913	1171	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1714_length_6511_cov_39.4622	6511	1171	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1263_length_7560_cov_4.63211	7560	1172	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_1749_length_6446_cov_4.81928	6446	1172	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_176_length_19006_cov_9.6263	19006	1173	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_352_length_19006_cov_9.33481	19006	1173	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254804_NODE_54_length_36000_cov_1418.31	36000	1174	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254802_NODE_2065_length_5904_cov_3.40639	5904	1174	Brazil	-22.98477935	-43.19790062
3300014526_____Ga0121443_100193	43294	1175	Engineered-subway	40.74	-73.9
haib17CEM4890_H2NYMCCXY_SL254802_NODE_2160_length_5769_cov_26.4288	5769	1175	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254806_NODE_1353_length_17996_cov_39.9791	17996	1176	Nigeria	8.154815	4.7265
haib17CEM4890_H2NYMCCXY_SL254802_NODE_2171_length_5751_cov_116.058	5751	1176	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1581_length_6321_cov_9.88876	6321	1177	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_2468_length_5366_cov_10.2039	5366	1177	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_324_length_14440_cov_6.60118	14440	1178	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_593_length_13261_cov_6.38997	13261	1178	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_591_length_13327_cov_8.76869	13327	1179	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_395_length_13249_cov_9.08428	13249	1179	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_40_length_37464_cov_18.1819	37464	1180	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_107_length_37464_cov_17.7016	37464	1180	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_489_length_12117_cov_11.3415	12117	1181	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_895_length_9958_cov_10.8987	9958	1181	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_370_length_18392_cov_11.2936	18392	1182	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_632_length_10638_cov_11.4175	10638	1182	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_647_length_10530_cov_11.7923	10530	1183	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_823_length_10530_cov_11.3021	10530	1183	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_689_length_10207_cov_13.6544	10207	1184	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1091_length_8443_cov_13.1195	8443	1184	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_696_length_10163_cov_13.9301	10163	1185	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_873_length_10163_cov_13.552	10163	1185	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_726_length_9977_cov_6.68343	9977	1186	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1614_length_6234_cov_6.93769	6234	1186	USA	40.68595556	-73.9159707
3300011676_____Ga0120860_100065	45414	1187	Engineered-subway	40.71	-73.95
haib17CEM4890_H2NYMCCXY_SL254802_NODE_736_length_9944_cov_18.1517	9944	1187	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_81_length_28421_cov_55.9035	28421	1188	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_308_length_20506_cov_53.3105	20506	1188	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_834_length_9195_cov_20.8515	9195	1189	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_974_length_9176_cov_20.1889	9176	1189	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_831_length_10460_cov_11.6285	10460	1190	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_852_length_9129_cov_12.0325	9129	1190	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_877_length_8982_cov_6.16545	8982	1191	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_2077_length_5123_cov_6.00454	5123	1191	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254808_NODE_32_length_58037_cov_39.2862	58037	1192	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254802_NODE_8_length_55251_cov_40.8594	55251	1192	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254802_NODE_993_length_8518_cov_18.9526	8518	1193	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1404_length_6990_cov_19.0913	6990	1193	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254805_NODE_284_length_47319_cov_41.533	47319	1194	Nigeria	8.1548533	4.7265483
haib17CEM4890_H2NYMCCXY_SL254806_NODE_6051_length_6566_cov_7.26709	6566	1194	Nigeria	8.154815	4.7265
haib17CEM4890_H2NYMCCXY_SL254806_NODE_1272_length_18665_cov_29.1985	18665	1195	Nigeria	8.154815	4.7265
haib17CEM5241_HMGMHCCXY_SL343449_NODE_1848_length_5343_cov_16.1889	5343	1195	Ukraine	n/a	n/a
3300003838_____Ga0058691_1000465	28093	1196	Host-plants	20.6863	-101.8747
haib17CEM4890_H2NYMCCXY_SL254806_NODE_1637_length_15971_cov_7.19911	15971	1196	Nigeria	8.154815	4.7265
haib17KIU4866_H7HJMCCXY_SL272759_NODE_672_length_11591_cov_9.56241	11591	1197	Nigeria	8.48507	4.563175
haib17CEM4890_H2NYMCCXY_SL254806_NODE_3542_length_9537_cov_35.8185	9537	1197	Nigeria	8.154815	4.7265
haib17KIU4866_H7HJMCCXY_SL272784_NODE_227_length_14880_cov_8.24708	14880	1198	Nigeria	8.4849993	4.5625102
haib17CEM4890_H2NYMCCXY_SL254806_NODE_3657_length_9305_cov_6.19308	9305	1198	Nigeria	8.154815	4.7265
haib17CEM4890_H2NYMCCXY_SL254855_NODE_1742_length_10830_cov_5.50794	10830	1199	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254806_NODE_6103_length_6526_cov_7.17648	6526	1199	Nigeria	8.154815	4.7265
REF:Gammaproteobacteria_gi_499133666	15202	1200	Gammaproteobacteria_gi_499133666	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254806_NODE_7151_length_5797_cov_14.5885	5797	1200	Nigeria	8.154815	4.7265
haib17CEM4890_HKC32ALXX_SL254705_NODE_940_length_14580_cov_114.245	14580	1201	Nigeria	8.4693646	4.5854401
haib17CEM4890_H2NYMCCXY_SL254806_NODE_7270_length_5724_cov_5.93191	5724	1201	Nigeria	8.154815	4.7265
3300011724_____Ga0120742_100276	13312	1202	Engineered-subway	40.68	-73.92
haib17CEM4890_H2NYMCCXY_SL254806_NODE_8378_length_5107_cov_9.55998	5107	1202	Nigeria	8.154815	4.7265
haib17CEM4890_HKC32ALXX_SL254705_NODE_389_length_36874_cov_107.279	36874	1203	Nigeria	8.4693646	4.5854401
haib17CEM4890_H2NYMCCXY_SL254807_NODE_1744_length_11114_cov_5.2219	11114	1203	Nigeria	8.1561445	4.7247807
haib17CEM4890_HKC32ALXX_SL254706_NODE_441_length_40641_cov_34.2241	40641	1204	Nigeria	8.4574433	4.5767166
haib17CEM4890_H2NYMCCXY_SL254807_NODE_3996_length_6251_cov_6.148	6251	1204	Nigeria	8.1561445	4.7247807
3300014666_____Ga0121365_100669	5875	1205	Engineered-subway	40.62	-74.02
haib17CEM4890_H2NYMCCXY_SL254807_NODE_4925_length_5354_cov_5.51481	5354	1205	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254861_NODE_252_length_25922_cov_14.9619	25922	1206	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1099_length_8407_cov_30.3005	8407	1206	USA	40.68595556	-73.9159707
3300011540_____Ga0120859_10118	19177	1207	Engineered-subway	40.67	-73.99
haib17CEM4890_H2NYMCCXY_SL254808_NODE_1551_length_6410_cov_11.1405	6410	1207	USA	40.68595556	-73.9159707
haib17KIU4866_H7HJMCCXY_SL272773_NODE_459_length_17498_cov_22.9782	17498	1208	Nigeria	8.4693646	4.5854401
haib17CEM4890_H2NYMCCXY_SL254808_NODE_2064_length_5157_cov_6.35359	5157	1208	USA	40.68595556	-73.9159707
haib17CEM4890_H2NYMCCXY_SL254813_NODE_437_length_7478_cov_7.42665	7478	1209	Brazil	-22.85404892	-43.31313551
haib18CEM5332_HMCMJCCXY_SL335763_NODE_212_length_7478_cov_116.654	7478	1209	USA	NA	NA
3300011238_____Ga0122786_100067	59114	1210	Engineered-subway	40.84	-73.88
haib17CEM4890_H2NYMCCXY_SL254818_NODE_3450_length_10477_cov_7.91739	10477	1210	Nigeria	8.154885	4.7264683
haib17CEM5106_HCV72CCXY_SL269744_NODE_358_length_29679_cov_5.76718	29679	1211	USA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254818_NODE_3944_length_9520_cov_5.24131	9520	1211	Nigeria	8.154885	4.7264683
3300011356_____Ga0121188_10253	7273	1212	Engineered-subway	40.67	-73.83
haib17CEM4890_H2NYMCCXY_SL254818_NODE_6106_length_7089_cov_13.2626	7089	1212	Nigeria	8.154885	4.7264683
3300013991_____Ga0122833_10227	8887	1213	Engineered-subway	40.67	-73.91
haib17CEM4890_H2NYMCCXY_SL254818_NODE_6389_length_6860_cov_10.6835	6860	1213	Nigeria	8.154885	4.7264683
haib17KIU4866_H7HJMCCXY_SL272785_NODE_1046_length_8093_cov_9.21212	8093	1214	Nigeria	8.4847149	4.5626554
haib17CEM4890_H2NYMCCXY_SL254818_NODE_9568_length_5116_cov_11.8016	5116	1214	Nigeria	8.154885	4.7264683
3300011639_____Ga0121628_100081	44132	1215	Engineered-subway	40.68	-73.95
haib17CEM4890_H2NYMCCXY_SL254818_NODE_9706_length_5069_cov_8.91404	5069	1215	Nigeria	8.154885	4.7264683
haib17CEM4890_H75CGCCXY_SL263677_NODE_183_length_33237_cov_9.88259	33237	1216	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254820_NODE_252_length_17723_cov_51.0841	17723	1216	USA	40.68995423	-73.92282986
haib17CEM4890_H2NYMCCXY_SL254832_NODE_87_length_39260_cov_18.7298	39260	1217	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254820_NODE_63_length_32093_cov_224.912	32093	1217	USA	40.68995423	-73.92282986
haib17CEM4890_H2NYMCCXY_SL254823_NODE_1_length_36166_cov_44.1308	36166	1218	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254847_NODE_574_length_9123_cov_10.9255	9123	1218	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254823_NODE_3_length_30238_cov_31.3908	30238	1219	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254847_NODE_1027_length_6580_cov_6.71464	6580	1219	Brazil	-22.90501773	-43.19094441
haib17CEM4890_H2NYMCCXY_SL254826_NODE_1619_length_10817_cov_177.887	10817	1220	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_1092_length_10208_cov_61.5925	10208	1220	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254826_NODE_231_length_41718_cov_188.621	41718	1221	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_112_length_41718_cov_63.7795	41718	1221	Brazil	-22.90970426	-43.23390238
haib17CEM4890_HKC32ALXX_SL254692_NODE_512_length_20267_cov_10.1738	20267	1222	Nigeria	8.4845658	4.5629467
haib17CEM4890_H2NYMCCXY_SL254826_NODE_2609_length_7474_cov_7.57744	7474	1222	Brazil	-22.98477935	-43.19790062
3300011773_____Ga0120852_100158	9351	1223	Engineered-subway	40.73	-73.95
haib17CEM4890_H2NYMCCXY_SL254826_NODE_3678_length_5615_cov_5.9277	5615	1223	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254826_NODE_561_length_23114_cov_20.1926	23114	1224	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_825_length_12308_cov_6.98	12308	1224	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254826_NODE_638_length_20971_cov_100.351	20971	1225	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_360_length_20941_cov_34.6981	20941	1225	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254826_NODE_690_length_20066_cov_25.8071	20066	1226	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_434_length_18510_cov_8.92105	18510	1226	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254826_NODE_708_length_19571_cov_28.1148	19571	1227	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_482_length_17437_cov_9.31648	17437	1227	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254826_NODE_711_length_19513_cov_17.2429	19513	1228	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254826_NODE_726_length_19237_cov_16.9151	19237	1228	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254826_NODE_899_length_16396_cov_88.5674	16396	1229	Brazil	-22.98477935	-43.19790062
haib17CEM4890_H2NYMCCXY_SL254838_NODE_656_length_14208_cov_27.9375	14208	1229	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254829_NODE_635_length_21440_cov_17.7471	21440	1230	Nigeria	8.1548233	4.7263633
3300002490_____JGI25317J35169_1003696	6164	1230	Terrestrial-other	47.379	7.1648
3300013954_____Ga0121200_10028	53737	1231	Engineered-subway	40.79	-73.94
haib17CEM4890_H2NYMCCXY_SL254830_NODE_1384_length_16565_cov_7.25542	16565	1231	Nigeria	8.154855	4.7264883
haib17CEM4890_H2NYMCCXY_SL254830_NODE_1892_length_12967_cov_5.71616	12967	1232	Nigeria	8.154855	4.7264883
3300013667_____Ga0121149_10161	7791	1232	Engineered-subway	40.68	-73.82
haib17CEM4890_H2NYMCCXY_SL254830_NODE_2134_length_11703_cov_9.83654	11703	1233	Nigeria	8.154855	4.7264883
3300011671_____Ga0122186_100312	8452	1233	Engineered-subway	40.81	-73.94
3300007747_____Ga0101111_1000177	32861	1234	Engineered-wastewater	42.85	-72.55
haib17CEM4890_H2NYMCCXY_SL254830_NODE_4233_length_6816_cov_5.5159	6816	1234	Nigeria	8.154855	4.7264883
3300011911_____Ga0122779_100248	31452	1235	Engineered-subway	40.8	-73.94
haib17CEM4890_H2NYMCCXY_SL254830_NODE_5245_length_5686_cov_12.8322	5686	1235	Nigeria	8.154855	4.7264883
REF:Gammaproteobacteria_gi_485453054-0-25173	25173	1236	Gammaproteobacteria_gi_485453054-0-25173	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254830_NODE_5619_length_5382_cov_4.89638	5382	1236	Nigeria	8.154855	4.7264883
REF:Gammaproteobacteria_gi_425094960-53510-86687	33177	1237	Gammaproteobacteria_gi_425094960-53510-86687	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254830_NODE_5926_length_5145_cov_6.12888	5145	1237	Nigeria	8.154855	4.7264883
3300007747_____Ga0101111_1000158	39103	1238	Engineered-wastewater	42.85	-72.55
haib17CEM4890_H2NYMCCXY_SL254830_NODE_6096_length_5008_cov_6.00303	5008	1238	Nigeria	8.154855	4.7264883
3300013283_____Ga0121716_100768	11197	1239	Engineered-subway	40.86	-73.89
haib17CEM4890_HMCMJCCXY_SL335855_NODE_274_length_5521_cov_5.06129	5521	1239	USA	40.7884005	-73.9765291
haib17CEM4890_H2NYMCCXY_SL254830_NODE_613_length_30283_cov_8.12773	30283	1240	Nigeria	8.154855	4.7264883
3300003838_____Ga0058691_1002406	8993	1240	Host-plants	20.6863	-101.8747
haib17KIU4866_H7HJMCCXY_SL272797_NODE_38_length_31109_cov_13.89	31109	1241	Nigeria	8.4565562	4.5769563
haib17CEM4890_H2NYMCCXY_SL254830_NODE_809_length_24812_cov_12.5626	24812	1241	Nigeria	8.154855	4.7264883
haib17CEM4890_H2NYMCCXY_SL254830_NODE_905_length_22879_cov_8.44515	22879	1242	Nigeria	8.154855	4.7264883
3300014623_____Ga0121352_10150	15403	1242	Engineered-subway	40.83	-73.84
haib17CEM4890_H2NYMCCXY_SL254831_NODE_116_length_120463_cov_13.2736	120463	1243	Nigeria	8.1561445	4.7247807
3300005326_____Ga0074195_1003943	12976	1243	Engineered-other	35.9918	-106.0796
haib17CEM4890_H2NYMCCXY_SL254831_NODE_1658_length_9624_cov_11.9811	9624	1244	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254831_NODE_1904_length_8361_cov_11.3277	8361	1244	Nigeria	8.1561445	4.7247807
3300014666_____Ga0121365_100419	8694	1245	Engineered-subway	40.62	-74.02
haib17CEM4890_H2NYMCCXY_SL254831_NODE_2109_length_7489_cov_12.4926	7489	1245	Nigeria	8.1561445	4.7247807
haib17CEM4890_HKC32ALXX_SL254692_NODE_222_length_38024_cov_36.6852	38024	1246	Nigeria	8.4845658	4.5629467
haib17CEM4890_H2NYMCCXY_SL254831_NODE_3135_length_5114_cov_6.9411	5114	1246	Nigeria	8.1561445	4.7247807
haib17CEM4890_H2NYMCCXY_SL254834_NODE_191_length_11426_cov_16.6349	11426	1247	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254834_NODE_834_length_5555_cov_22.1413	5555	1247	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254836_NODE_107_length_52511_cov_46.2379	52511	1248	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254842_NODE_94_length_52511_cov_38.8227	52511	1248	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254836_NODE_189_length_28792_cov_118.73	28792	1249	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254842_NODE_189_length_28792_cov_99.4296	28792	1249	NA	NA	NA
haib17CEM4890_H2NYMCCXY_SL254836_NODE_275_length_18050_cov_112.485	18050	1250	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254842_NODE_271_length_18050_cov_94.4702	18050	1250	NA	NA	NA
3300011896_____Ga0121606_100789	6861	1251	Engineered-subway	40.59	-73.76
haib17CEM4890_H2NYMCCXY_SL254837_NODE_1327_length_6226_cov_4.69357	6226	1251	Brazil	-22.96461767	-43.18093237
haib17KIU4866_HMCMJCCXY_SL335959_NODE_615_length_16716_cov_25.0451	16716	1252	Portugal	NA	NA
haib17CEM4890_H2NYMCCXY_SL254837_NODE_387_length_14904_cov_11.315	14904	1252	Brazil	-22.96461767	-43.18093237
haib17CEM4890_H2NYMCCXY_SL254838_NODE_1335_length_9009_cov_8.37134	9009	1253	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254850_NODE_4393_length_5030_cov_29.3202	5030	1253	Brazil	-22.90970426	-43.23390238
haib17CEM4890_H2NYMCCXY_SL254838_NODE_2069_length_6634_cov_14.0538	6634	1254	Brazil	-22.90970426	-43.23390238
3300011901_____Ga0122079_100497	5465	1254	Engineered-subway	40.75	-73.97
haib17CEM4890_H2NYMCCXY_SL254838_NODE_629_length_14589_cov_85.9904	14589	1255	Brazil	-22.90970426	-43.23390238
